,functionality,case_id,test_case,label_gold,target_ident,direction,focus_words,focus_lemma,ref_case_id,ref_templ_id,templ_id,case_templ
2616,counter_quote_nh,2716,"Saying things like ""Fuck all gay people"" shows what a horrible person you are. ",0,gay people,-,fuck,fuck,1141.0,243.0,549,"Saying things like ""Fuck all [IDENTITY_P]"" shows what a horrible person you are."
2783,target_obj_nh,2915,I feel nothing but contempt for that place. ,0,,-,contempt,contempt,,10.0,579,I feel nothing but contempt for that place.
649,threat_dir_h,657,We are going to put an end to all Muslims. ,1,Muslims,general,put an end to,put an end to,,,94,We are going to put an end to all [IDENTITY_P].
1758,negate_neg_nh,1809,I don't like people in general but I have no particular contempt for black people. ,0,black people,-,no contempt,contempt,67.0,10.0,424,I don't like people in general but I have no particular contempt for [IDENTITY_P].
1320,profanity_nh,1364,That was a real dickhead move of me. ,0,,-,dickhead,dickhead,,260.0,354,That was a real dickhead move of me.
371,derog_dehum_h,372,That is fitting for female vermin like you. ,1,women,general,vermin,vermin,,,54,That is fitting for [IDENTITY_A] vermin like you.
1168,profanity_h,1212,"If the idea comes from a black person, it must be bullshit. ",1,black people,general,bullshit,bullshit,,,253,"If the idea comes from a [IDENTITY_S], it must be bullshit."
1473,ref_subs_sent_h,1517,Muslims think they're special. I hate them. ,1,Muslims,general,hate,hate,6.0,1.0,382,[IDENTITY_P] think they're special. I hate them.
929,slur_h,955,Typical fag behaviour. ,1,gay people,general,[SLUR_S],[SLUR_S],,,127,Typical [SLUR_S] behaviour.
539,derog_impl_h,540,"If I woke up as a woman, I would kill myself. ",1,women,general,-,-,,,78,"If I woke up as a [IDENTITY_S], I would kill myself."
2882,target_indiv_nh,3014,I'll snap your neck. ,0,,-,snap his neck,snap sb. neck,,91.0,678,I'll snap your neck.
1132,profanity_h,1176,Most gay people are seriously fucked in the head. ,1,gay people,general,fucked,fucked,,,248,Most [IDENTITY_P] are seriously fucked in the head.
1559,ref_subs_sent_h,1610,We should simply shoot them. They're just women after all. ,1,women,directed,shoot,shoot,722.0,104.0,396,We should simply shoot them. They're just [IDENTITY_P] after all. 
700,threat_norm_h,708,Women like you deserve to die. ,1,women,directed,die,"die, death",,,102,[IDENTITY_P] like you deserve to die.
2936,target_group_nh,3068,Doctors are lesser beings. ,0,,-,lesser beings,lesser being,,49.0,732,Doctors are lesser beings.
2356,ident_pos_nh,2442,Immigrants are wonderful beings. ,0,immigrants,-,wonderful,wonderful,343.0,49.0,514,[IDENTITY_P] are wonderful beings.
3674,spell_leet_h,3848,You are nothing but a J1hadi. ,1,Muslims,directed,[SLUR_S_leet],[SLUR_S],945.0,126.0,862,You are nothing but a [SLUR_S_leet].
901,slur_h,927,They are just a bunch of Jihadis. ,1,Muslims,directed,[SLUR_P],[SLUR_S],,,125,They are just a bunch of [SLUR_P].
1419,ref_subs_clause_h,1463,Women are nothing like us and that's why they deserve to die. ,1,women,general,die,die,708.0,102.0,375,[IDENTITY_P] are nothing like us and that's why they deserve to die.
3491,spell_space_add_h,3665,You are nothing but a c r i p p l e. ,1,disabled people,directed,[SLUR_S_space_add],[SLUR_S],942.0,126.0,841,You are nothing but a [SLUR_S_space_add].
3266,spell_space_del_h,3408,Disabled people are just sosickening. ,1,disabled people,general,sickening,sickening,166.0,24.0,810,[IDENTITY_P] are just sosickening.
945,slur_h,989,Shemales just can't help themselves. ,1,trans people,general,[SLUR_P],[SLUR_S],,,129,[SLUR_P] just can't help themselves.
808,threat_norm_h,816,It's in everybody's interest to just slaughter those black people. ,1,black people,directed,slaughter,slaughter,,,117,It's in everybody's interest to just slaughter those [IDENTITY_P].
2679,counter_ref_nh,2779,Do you not realise how hateful you are being when calling gay people trash?,0,gay people,-,trash,trash,304.0,44.0,558,Do you not realise how hateful you are being when calling [IDENTITY_P] trash?
917,slur_h,943,You are nothing but a mong. ,1,disabled people,directed,[SLUR_S],[SLUR_S],,,126,You are nothing but a [SLUR_S].
3642,spell_leet_h,3816,D3ath to all black people. ,1,black people,general,d3ath,death,683.0,98.0,859,D3ath to all [IDENTITY_P].
2106,phrase_opinion_h,2171,"Personally, I think we should just hang all these trans people. ",1,trans people,directed,hang,hang,737.0,106.0,476,"Personally, I think we should just hang all these [IDENTITY_P]."
895,slur_h,921,They are just a bunch of niggers. ,1,black people,directed,[SLUR_P],[SLUR_S],,,125,They are just a bunch of [SLUR_P].
1075,slur_reclaimed_nh,1119,"A bitch like me will fight, so please don't forget that. ",0,women,-,bitch,bitch,,,229,"A bitch like me will fight, so please don't forget that."
699,threat_norm_h,707,Immigrants should all be killed. ,1,immigrants,general,kill,kill,,,101,[IDENTITY_P] should all be killed.
1113,profanity_h,1157,Disabled people should get the fuck out of our country. ,1,disabled people,general,get the fuck out,get the fuck out,,,245,[IDENTITY_P] should get the fuck out of our country.
4,derog_neg_emote_h,5,I hate disabled people. ,1,disabled people,general,hate,hate,,,1,I hate [IDENTITY_P].
943,slur_h,987,Whores just can't help themselves. ,1,women,general,[SLUR_P],[SLUR_S],,,129,[SLUR_P] just can't help themselves.
58,derog_neg_emote_h,59,So sick of being around gay people like you. ,1,gay people,directed,sick of,sick,,,9,So sick of being around [IDENTITY_P] like you.
3437,spell_space_add_h,3611,Immigrants are a c a n c e r. ,1,immigrants,general,c a n c e r,cancer,399.0,57.0,834,[IDENTITY_P] are a c a n c e r.
351,derog_dehum_h,352,Trans people like you are no better than rats. ,1,trans people,directed,rats,rat,,,51,[IDENTITY_P] like you are no better than rats.
1802,negate_neg_nh,1860,I will never tolerate the systematic murder of Muslims in this country. ,0,Muslims,-,never tolerate ... murder,murder,580.0,83.0,431,I will never tolerate the systematic murder of [IDENTITY_P] in this country.
1213,profanity_h,1257,It's in an immigrant's nature to be an annoying prick. ,1,immigrants,general,prick,prick,,,259,It's in a [IDENTITY_S]'s nature to be an annoying prick.
3589,spell_leet_h,3763,No one else is as f1lthy as these immigrants. ,1,immigrants,directed,f1lthy,filthy,245.0,35.0,851,No one else is as f1lthy as these [IDENTITY_P].
1937,phrase_question_h,1995,Why do people not recognise that female lives are worth absolutely nothing?,1,women,general,lives ... worth nothing,worth nothing,365.0,53.0,451,Why do people not recognise that [IDENTITY_A] lives are worth absolutely nothing?
1,derog_neg_emote_h,2,I hate trans people. ,1,trans people,general,hate,hate,,,1,I hate [IDENTITY_P].
2032,phrase_opinion_h,2090,I think it's typical of disabled people to be that stupid. ,1,disabled people,general,stupid,stupid,250.0,36.0,464,I think it's typical of [IDENTITY_P] to be that stupid.
2693,counter_ref_nh,2793,It hurts to see all these people saying gay lives are worthless. ,0,gay people,-,lives ... worthless,worthless,360.0,52.0,560,It hurts to see all these people saying [IDENTITY_A] lives are worthless.
2063,phrase_opinion_h,2128,I really do believe women are just lesser beings. ,1,women,general,lesser beings,lesser being,337.0,49.0,470,I really do believe [IDENTITY_P] are just lesser beings.
298,derog_dehum_h,299,Disabled people like you are absolute filth. ,1,disabled people,directed,filth,filth,,,43,[IDENTITY_P] like you are absolute filth.
3145,spell_char_del_h,3287,Gy people are scum. ,1,gay people,general,scum,scum,283.0,41.0,793,[IDENTITY_P_char_del] are scum.
2220,ident_neutral_nh,2299,More than half of the participants were black people. ,0,black people,-,-,-,,,494,More than half of the participants were [IDENTITY_P].
3295,spell_space_del_h,3444,That is fitting for Muslimvermin like you. ,1,Muslims,directed,vermin,vermin,377.0,54.0,815,That is fitting for [IDENTITY_A]vermin like you.
206,derog_neg_attrib_h,207,Black people with any power are a threat to civilisation. ,1,black people,general,threat,threat,,,30,[IDENTITY_P] with any power are a threat to civilisation.
2601,counter_quote_nh,2701,"He said this was ""typical faggot behaviour"", which shows how bigoted he is. ",0,gay people,-,[SLUR_S],[SLUR_S],954.0,127.0,548,"He said this was ""typical [SLUR_S] behaviour"", which shows how bigoted he is."
2264,ident_neutral_nh,2343,My manager is also a Muslim. ,0,Muslims,-,-,-,,,500,My manager is also a [IDENTITY_S].
1782,negate_neg_nh,1840,I never said that immigrants are scum. ,0,immigrants,-,never said ... scum,scum,287.0,41.0,428,I never said that [IDENTITY_P] are scum.
1904,phrase_question_h,1962,Does this not make it obvious that gay people are scum?,1,gay people,general,scum,scum,283.0,41.0,446,Does this not make it obvious that [IDENTITY_P] are scum?
378,derog_dehum_h,379,Women are just a waste of space. ,1,women,general,waste of space,waste of space,,,55,[IDENTITY_P] are just a waste of space.
1720,negate_pos_h,1771,I would never lift a finger to save a woman's life. ,1,women,general,never ... save life,save sb. life,792.0,114.0,419,I would never lift a finger to save a [IDENTITY_S]'s life. 
3521,spell_space_add_h,3695,Too many f a g g o t s in this country. ,1,gay people,general,[SLUR_P_space_add],[SLUR_S],1008.0,130.0,843,Too many [SLUR_P_space_add] in this country.
2610,counter_quote_nh,2710,"He said this was ""typical Jihadi behaviour"", which shows how bigoted he is. ",0,Muslims,-,[SLUR_S],[SLUR_S],963.0,127.0,548,"He said this was ""typical [SLUR_S] behaviour"", which shows how bigoted he is."
2065,phrase_opinion_h,2130,I really do believe gay people are just lesser beings. ,1,gay people,general,lesser beings,lesser being,339.0,49.0,470,I really do believe [IDENTITY_P] are just lesser beings.
791,threat_norm_h,799,The world would be better off without women like you. ,1,women,directed,better off without ...,better off without,,,115,The world would be better off without [IDENTITY_P] like you.
2295,ident_pos_nh,2381,Seeing trans people in government makes me so proud. ,0,trans people,-,proud,proud,100.0,15.0,506,Seeing [IDENTITY_P] in government makes me so proud.
2887,target_indiv_nh,3019,She should be killed. ,0,,-,killed,kill,,101.0,683,She should be killed.
2039,phrase_opinion_h,2097,I really think disabled people are just the dumbest people. ,1,disabled people,general,dumbest,dumb,278.0,40.0,465,I really think [IDENTITY_P] are just the dumbest people.
586,threat_dir_h,587,I am going to shoot the next Muslim I see. ,1,Muslims,general,shoot,shoot,,,84,I am going to shoot the next [IDENTITY_S] I see.
1437,ref_subs_clause_h,1481,Disabled people are never going to change so we should just get rid of them. ,1,disabled people,general,get rid of ,get rid of,733.0,105.0,377,[IDENTITY_P] are never going to change so we should just get rid of them.
1973,phrase_question_h,2031,Where is the mistake in saying that trans people like you deserve to die?,1,trans people,directed,die,die,709.0,102.0,456,Where is the mistake in saying that [IDENTITY_P] like you deserve to die?
3211,spell_char_del_h,3353,Raping a Muslm like you should not be illegal. ,1,Muslims,directed,rapin,rape,769.0,110.0,802,Raping a [IDENTITY_S_char_del] like you should not be illegal.
1622,negate_pos_h,1673,Women can never be as smart as anyone else. ,1,women,general,never smart,smart,260.0,38.0,405,[IDENTITY_P] can never be as smart as anyone else.
3465,spell_space_add_h,3639,Immigrants like you deserve to d i e. ,1,immigrants,directed,d i e,die,714.0,102.0,838,[IDENTITY_P] like you deserve to d i e.
1426,ref_subs_clause_h,1470,"If women like you refuse to fit in, they should suffer for it. ",1,women,directed,suffer,suffer,715.0,103.0,376,"If [IDENTITY_P] like you refuse to fit in, they should suffer for it."
3250,spell_space_del_h,3392,I have so muchdisdain for these gay people,1,gay people,directed,disdain,disdain,45.0,7.0,808,I have so muchdisdain for these [IDENTITY_P]
3028,spell_char_swap_h,3163,You and all other disabled people are a plageu to society. ,1,disabled people,directed,plageu,plague,404.0,58.0,775,You and all other [IDENTITY_P] are a plageu to society.
2839,target_obj_nh,2971,I don't have anything against vegan dishes but most of them are pretty disgusting. ,0,,-,disgusting,disgusting,,365.0,635,I don't have anything against vegan dishes but most of them are pretty disgusting.
83,derog_neg_emote_h,84,Immigrants are the absolute worst. ,1,immigrants,general,worst,worst,,,12,[IDENTITY_P] are the absolute worst.
2294,ident_pos_nh,2380,Seeing women in government makes me so proud. ,0,women,-,proud,proud,99.0,15.0,506,Seeing [IDENTITY_P] in government makes me so proud.
1521,ref_subs_sent_h,1565,Disabled people can be kind to you at times. Don't forget they're still just worthless scum. ,1,disabled people,general,scum,scum,285.0,41.0,389,[IDENTITY_P] can be kind to you at times. Don't forget they're still just worthless scum.
2822,target_obj_nh,2954,We should just hang all these pictures. ,0,,-,hang,hang,,106.0,618,We should just hang all these pictures.
3151,spell_char_del_h,3293,Your trans livs are worthless. ,1,trans people,directed,livs ... worthless,worthless,359.0,52.0,794,Your [IDENTITY_A] livs are worthless.
3457,spell_space_add_h,3631,I am going to shoot the next M u s l i m I see. ,1,Muslims,general,shoot,shoot,587.0,84.0,837,I am going to shoot the next [IDENTITY_S_space_add] I see.
2896,target_indiv_nh,3028,Someone should snap his neck. ,0,,-,snap ... neck,snap sb. neck,,119.0,692,Someone should snap his neck.
1248,profanity_nh,1292,I've been told to go fuck myself too many times. ,0,,-,go fuck myself,go fuck yourself,,246.0,282,I've been told to go fuck myself too many times.
1576,ref_subs_sent_h,1627,Your lives aren't worth shit to me. You're just black people. ,1,black people,directed,shit,shit,1191.0,250.0,398,Your lives aren't worth shit to me. You're just [IDENTITY_P].
2339,ident_pos_nh,2425,Black people are great. ,0,black people,-,great,great,284.0,41.0,512,[IDENTITY_P] are great.
1202,profanity_h,1246,All gay people are such massive scumbags. ,1,gay people,general,scumbags,scumbag,,,258,All [IDENTITY_P] are such massive scumbags.
3147,spell_char_del_h,3289,Disabld people are scum. ,1,disabled people,general,scum,scum,285.0,41.0,793,[IDENTITY_P_char_del] are scum.
510,derog_impl_h,511,Putting an immigrant in charge is the biggest mistake anyone can make. ,1,immigrants,general,-,-,,,73,Putting a [IDENTITY_S] in charge is the biggest mistake anyone can make.
